asi_codigo,asi_nombre,asi_creditos
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3006892,INTEGRACIÓN Y SERIES,4
3010392,Introducción a algoritmos,4
3010670,Introducción a la filosofía de las matemáticas,4
3006893,INTRODUCCION A LA GEOMETRIA ALGEBRAICA,4
3006899,INTRODUCCIÓN A LA TEORÍA DE CONJUNTOS,4
3006900,INTRODUCCIÓN A LA TEORÍA DE GRAFOS,4
3006898,INTRODUCCIÓN A LA TEORÍA DE LA COMPUTABILIDAD,4
3010393,Introducción a la teoría de la computación,4
3006901,INTRODUCCIÓN A LA TEORÍA DE LA MEDIDA,4
3010671,Introducción a la teoría de modelos y la recursión,4
3006902,INTRODUCCIÓN A LA TEORÍA DE NUDOS,4
3006903,INTRODUCCIÓN A LA TEORÍA DE REPRESENTACIÓN DE GRUPOS,4
3010586,Introducción a la topología algebraica avanzada,4
3009597,Introducción a la Topología Diferencial,4
3006897,INTRODUCCIÓN A LAS SUPERFICIES DE RIEMANN,4
3006894,INTRODUCCIÓN AL ALGEBRA COMPUTACIONAL,4
3006895,INTRODUCCIÓN AL ALGEBRA CONMUTATIVA,4
3009354,Introducción al Álgebra no Necesariamente Asociativas,4
3006896,INTRODUCCIÓN AL ANÁLISIS FUNCIONAL,4
3006994,INTRODUCCIÓN AL ANÁLISIS REAL,4
1000002-M,LECTO-ESCRITURA,4
3006904,LÓGICA MATEMÁTICA,4
1000001-M,MATEMÁTICAS BÁSICAS,4
3011075,Modelamiento matemático,4
3006909,PROGRAMACIÓN CIENTÍFICA,4
3006995,PROGRAMACIÓN LINEAL Y OPTIMIZACIÓN COMBINATÓRICA,4
3006996,PROGRAMACIÓN NO LINEAL,4
3010635,Pruebas básicas de independencia,4
3006910,SISTEMAS DINÁMICOS,4
3010394,Teoría básica de la probabilidad,4
3006911,TEORÍA DE CUERPOS,4
3009257,Teoría Elemental de Números,4
3010590,Tópicos avanzados en criptografía,4
3010789,Tópicos en teoría de números,4
3010591,Tópicos especiales en algoritmos,4
3006912,TOPOLOGÍA ALGEBRAICA I,4
3006913,TOPOLOGÍA GENERAL,4
3006946,TRABAJO DE GRADO,8
3006735,VARIABLE COMPLEJA,4
3006949,ADMINISTRACIÓN,3
3010171,Administración de empresas agrarias,3
1000003-M,ÁLGEBRA LINEAL,4
3006963,BIOCLIMÁTICA PARA ANIMALES Y PLANTAS,3
1000009-M,BIOLOGÍA GENERAL,3
3006948,BOTANICA Y FISIOLOGÍA VEGETAL,3
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3006964,CALIDAD Y CONSERVACIÓN DE LA CARNE,3
3006997,CALIDAD Y CONSERVACION DE LA LECHE,3
3006950,CIENCIA DEL SUELO,3
3006965,COMPOSICIÓN Y CONSERVACIÓN DE FRUTAS Y HORTALIZAS,3
3006966,CONSTRUCCIONES EN GUADUA Y MADERA,3
3006967,CONSTRUCCIONES RURALES,3
3010547,Construcciones rurales,3
3007310,CONTROL ESTADÍSTICO DE LA CALIDAD,3
3007002,CURSOS DE POSGRADO,6
3007500,DIBUJO ASISTIDO POR COMPUTADOR,3
3006968,DISEÑO DE MAQUINARIA AGRICOLA Y AGROINDUSTRIAL,3
3006969,DISEÑO DE SISTEMAS DE RIEGO,3
3006970,DRENAJE AVANZADO,3
3006971,DRENAJE DE TIERRAS AGRICOLAS,3
3006951,ECONOMÍA AGROPECUARIA,3
1000007-M,ECUACIONES DIFERENCIALES,4
3006972,EL BAMBÚ EN LA INFRAESTRUCTURA RURAL,3
3007493,ELECTROTECNIA,4
3007086,EMPRENDIMIENTO EMPRESARIAL,3
3006973,ENERGÍAS ALTERNATIVAS,3
3006914,ESTADÍSTICA I,4
3006974,FERTIRRIEGO,3
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000019-M,FÍSICA MECÁNICA,4
3006952,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGRARIOS,3
3006975,FUENTES DE POTENCIA RURAL,3
3006976,FUNDAMENTOS DE INGENIERIA DE RIEGOS,3
3010435,Fundamentos de programación,3
3006988,Fundamentos de Sistemas de Información Geográfica,3
3006953,FUNDAMENTOS TÉRMICOS,4
3007380,GEOLOGÍA APLICADA,3
3007000,GEOLOGÍA FÍSICA,4
3006954,GEOMORFOLOGÍA,3
3006957,HIDRÁULICA,4
3006958,HIDROLOGIA Y CLIMATOLOGIA,3
3007494,Ingeniería de Control de Erosión,3
3006978,INGENIERIA DE INVERNADEROS,3
3006991,INGENIERÍA DE PROCESOS AGROINDUSTRIALES DE GRANOS Y SEMILLAS,4
3006990,INGENIERÍA DE PROCESOS AGROINDUSTRIALES DE VEGETALES,4
3006977,INGENIERÍA DEL AMBIENTE RURAL,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3006979,INSTRUMENTACIÓN,3
3006980,INTERVENTORIA PARA ESTUDIO Y DISEÑO DE OBRAS EN ADECUACION DE TIERRAS,3
3006837,INTRODUCCIÓN A LA BIOQUIMICA,3
3006981,INTRODUCCION A LA INGENIERIA AGRÍCOLA,2
3006838,LABORATORIO DE INTRODUCCIÓN A LA BIOQUIMICA,2
3006825,LABORATORIO DE QUIMICA GENERAL,2
1000002-M,LECTO-ESCRITURA,4
3008705,Manejo y Operación Distritos de Riego,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3006956,Materiales y herramientas,3
3006960,MECÁNICA DE FLUIDOS,4
3007391,MECANICA DE MATERIALES,3
3007418,MECÁNICA DE SUELOS Y ROCAS,4
3006982,MECANISMOS,3
3006983,MECANIZACIÓN AGRÍCOLA,3
3006984,MECANIZACION PARA PEQUEÑAS AREAS,3
3006985,MODELACIÓN EN AGUAS DE CONTAMINANTES AGROPECUARIOS,3
3006986,PROCESOS TECNOLÓGICOS APLICADOS A PRODUCTOS AGROPECUARIOS,3
3006829,QUIMICA GENERAL,3
3006987,RIEGO POR ASPERSION AVANZADO,3
3009296,Técnicas para Aplicación de Productos Fitosanitarios,3
3007133,TECNOLOGÍA DE CARNES,3
3006999,"TECNOLOGIA DE DULCES, HELADOS Y POSTRES",3
3006998,TECNOLOGÍA DE QUESOS Y LECHES FERMENTADAS,3
3007401,TOPOGRAFÍA,3
3006962,TOPOGRAFIA - INGENIERIA AGRICOLA,3
3007001,TRABAJO DE GRADO,6
3006992,TRANSFORMACIÓN DE FRUTAS Y HORTALIZAS,3
3010171,Administración de empresas agrarias,3
3010839,Agricultura para la soberania y seguridad alimentaria,5
3011064,Agroecología,5
3010622,Agroecosistemas y sistemas de producción,3
3007006,BIOESTADÍSTICA I,3
3007007,BIOESTADÍSTICA II,4
3007008,BIOFÍSICA GENERAL,3
3007009,BIOLOGÍA CELULAR Y MOLECULAR,3
3006828,BIOQUÍMICA,3
3007010,BIOTECNOLOGÍA VEGETAL,1
3007011,BOTÁNICA GENERAL Y ECONÓMICA,3
1000004-M,CÁLCULO DIFERENCIAL,4
1000005-M,CÁLCULO INTEGRAL,4
3006950,CIENCIA DEL SUELO,3
3007067,Cursos de Posgrado,6
3007019,DESARROLLO RURAL SOSTENIBLE,2
3011012,Ecología General,3
3006951,ECONOMÍA AGROPECUARIA,3
3007023,ENTOMOLOGÍA ECONÓMICA,3
3007024,ENTOMOLOGÍA GENERAL,3
3007028,FERTILIDAD DEL SUELO,3
1000019-M,FÍSICA MECÁNICA,4
3007029,FISIOLOGÍA DE LA PRODUCCIÓN VEGETAL,3
3007030,FISIOLOGÍA DE LA REPRODUCCION VEGETAL,3
3007033,FISIOLOGÍA VEGETAL,3
3007034,FITOMEJORAMIENTO,3
3007035,FITOPATOLOGÍA,3
3006952,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGRARIOS,3
3007040,GENÉTICA GENERAL,3
3006954,GEOMORFOLOGÍA,3
3007096,HIDROCLIMATOLOGÍA,4
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3006837,INTRODUCCIÓN A LA BIOQUIMICA,3
3007046,INTRODUCCIÓN A LAS CIENCIAS AGRONÓMICAS,2
3006825,LABORATORIO DE QUIMICA GENERAL,2
1000002-M,LECTO-ESCRITURA,4
3007047,MANEJO DE PLANTAS ARVENSES,3
3007048,MANEJO INTEGRADO DE ENFERMEDADES DE LAS PLANTAS,3
3007049,MANEJO INTEGRADO DE PLAGAS,3
3007050,MANEJO Y CONSERVACIÓN DE SUELOS,3
3007073,MAQUINARIA Y MECANIZACIÓN AGRÍCOLA,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3007053,MICROBIOLOGÍA,3
3007556,MODELOS DE PRODUCCIÓN EN LA AGRICULTURA,5
3010625,Modelos de producción en la agricultura,5
3010831,Planificación y seguimiento de sistemas de producción agrícola,5
3007059,PRÁCTICA PROFESIONAL,12
3006829,QUIMICA GENERAL,3
3006807,RIEGOS Y DRENAJES,3
3007065,SISTEMAS DE PRODUCCIÓN AGROINDUSTRIALES,5
3007066,Trabajo de Grado,6
3010171,Administración de empresas agrarias,3
1000003-M,ÁLGEBRA LINEAL,4
3007006,BIOESTADÍSTICA I,3
3007007,BIOESTADÍSTICA II,4
3007008,BIOFÍSICA GENERAL,3
1000009-M,BIOLOGÍA GENERAL,3
3006817,BIOLOGIA MOLECULAR,4
3006948,BOTANICA Y FISIOLOGÍA VEGETAL,3
1000004-M,CÁLCULO DIFERENCIAL,4
1000005-M,CÁLCULO INTEGRAL,4
3007072,CAMINOS FORESTALES,3
3006950,CIENCIA DEL SUELO,3
3007074,CONCEPTOS AVANZADOS DE COSECHA,3
3007075,CONSERVACIÓN Y MANEJO DE VIDA SILVESTRE,3
3007076,CONSERVACIÓN Y RESTAURACIÓN DE ECOSISTEMAS,3
3010915,Crecimiento forestal,3
3007077,CUENCAS HIDROGRÁFICAS,3
3007492,Cursos de Posgrado,6
3007078,DASOMETRÍA,3
3007079,DENDROCRONOLOGÍA,3
3007080,DENDROLOGÍA,5
3009017,Dendrología II,3
3007719,Ecofisiología de Plantas y Cambio Climático,3
3006816,Ecología Animal,3
3010916,Ecologia de humedales forestales amazónicos,3
3007081,ECOLOGÍA DE INSECTOS,4
3007082,ECOLOGÍA FORESTAL I,3
3007083,ECOLOGÍA FORESTAL II,3
3006951,ECONOMÍA AGROPECUARIA,3
3007195,ECONOMÍA POLÍTICA I,4
3009970,Economía y Cultura,3
3007084,ECONOMÍA Y MEDIO AMBIENTE,3
3007085,ECOSISTEMAS DE MANGLAR,3
1000007-M,ECUACIONES DIFERENCIALES,4
3007086,EMPRENDIMIENTO EMPRESARIAL,3
3007116,ÉNFASIS II: PAISAJE Y ESPACIOS VERDES URBANOS,4
3008523,ÉNFASIS III: PLANEACIÓN MUNICIPAL,4
3006800,ENTOMOLOGÍA GENERAL,4
3006926,ESTADÍSTICA BAYESIANA,4
3007088,ESTRUCTURA MICROSCÓPICA Y CALIDAD DE LA MADERA,3
3007089,"ESTRUCTURA, MORFOLOGÍA Y PROPIEDADES DE LA MADERA",3
3007199,ESTRUCTURA Y DINÁMICA DE LOS SISTEMAS TERRITORIALES,3
3008723,EVALUACIÓN Y VALORACIÓN ECONÓMICA DE IMPACTO AMBIENTAL,3
1000019-M,FÍSICA MECÁNICA,4
3006952,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGRARIOS,3
3007090,FOTOINTERPRETACION AVANZADA,3
3010389,Fundamentos de análisis,4
3007091,FUNDAMENTOS DE INDUSTRIAS,3
3010435,Fundamentos de programación,3
3006835,GENÉTICA,4
3007115,GENÉTICA Y VIVEROS FORESTALES,3
3007093,GEOGRAFÍA AMBIENTAL DE COLOMBIA,3
3007094,GEOMÁTICA,4
3009495,Geomática Aplicada a los Recursos Hídricos,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3006954,GEOMORFOLOGÍA,3
3010917,Gestión Financiera Agropecuaria,3
3007096,HIDROCLIMATOLOGÍA,4
3007097,HIDROLOGÍA FORESTAL,3
3008603,"HISTORIA SOCIAL Y DE LA CULTURA II: AMAZONIA, REGIÓN Y NACIÓN",4
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3009759,Interacción planta-animal,3
3010559,Introducción a la modelación forestal,3
3007098,INTRODUCCIÓN A LAS CIENCIAS FORESTALES,2
3007099,INVENTARIOS DE VEGETACIÓN,2
3006825,LABORATORIO DE QUIMICA GENERAL,2
1000035-M,LABORATORIO DE QUÍMICA ORGÁNICA,2
1000002-M,LECTO-ESCRITURA,4
1000001-M,MATEMÁTICAS BÁSICAS,4
3010560,Mejoramiento genético forestal avanzado,3
3007100,MODELACIÓN LINEAL,4
3007487,NATURALEZA-CULTURA-GESTIÒN DE LOS RECURSOS,3
3007490,NEGOCIACION DE CONFLICTOS AMBIENTALES,4
3007101,ORDENACIÓN DE BOSQUES,3
3008561,Ornitología,4
3007102,PLANIFICACIÓN DEL TERRITORIO RURAL,3
3007488,POLITICA Y LEGISLACIÒN FORESTAL,2
3007069,PRÁCTICA PROFESIONAL FORESTAL,15
3010171,Administración de empresas agrarias,3
3007308,ADMINISTRACIÓN DE LA PRODUCCIÓN,3
3007005,AGROSTOLOGÍA,3
1000003-M,ÁLGEBRA LINEAL,4
3007504,ALIMENTACIÓN ANIMAL,4
3006801,APICULTURA,4
3007006,BIOESTADÍSTICA I,3
3007007,BIOESTADÍSTICA II,4
3011072,Bioética y bienestar animal,3
3007008,BIOFÍSICA GENERAL,3
1000009-M,BIOLOGÍA GENERAL,3
3006817,BIOLOGIA MOLECULAR,4
3007120,BIOSEGURIDAD Y SALUD ANIMAL,3
3006948,BOTANICA Y FISIOLOGÍA VEGETAL,3
1000004-M,CÁLCULO DIFERENCIAL,4
3006964,CALIDAD Y CONSERVACIÓN DE LA CARNE,3
3006997,CALIDAD Y CONSERVACION DE LA LECHE,3
3006950,CIENCIA DEL SUELO,3
3007142,CURSOS DE POSGRADO,6
3007019,DESARROLLO RURAL SOSTENIBLE,2
3006821,ECOLOGÍA,4
3006951,ECONOMÍA AGROPECUARIA,3
3009970,Economía y Cultura,3
3007028,FERTILIDAD DEL SUELO,3
3006952,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS AGRARIOS,3
3006835,GENÉTICA,4
3007135,GENÉTICA CUANTITATIVA,4
3006954,GEOMORFOLOGÍA,3
3009000,Gestión Ambiental,3
3007295,GESTIÓN DEL TALENTO HUMANO,3
3010161,INDUCCIÓN A LA ZOOTECNIA,2
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3006837,INTRODUCCIÓN A LA BIOQUIMICA,3
3009277,Laboratorio de Microbiología,1
3006825,LABORATORIO DE QUIMICA GENERAL,2
1000002-M,LECTO-ESCRITURA,4
3007122,MANEJO Y UTILIZACIÓN DE PASTURAS,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3007123,MEJORAMIENTO GENÉTICO ANIMAL,4
3007124,METABOLISMO ANIMAL,3
3008596,Microbiología General,3
3007125,NUTRICIÓN ANIMAL,4
3007126,PRODUCCIÓN CON AVES,4
3010163,PRODUCCIÓN CON CERDOS,4
3007502,PRODUCCIÓN CON PEQUEÑOS RUMIANTES,4
3007134,PRODUCCIÓN DE CARNE CON BOVINOS,4
3007139,PRODUCCIÓN DE LECHE CON BOVINOS,4
3007503,PRODUCCIÓN EQUINA,4
3009813,Producción equina,4
3007127,PRODUCCIÓN PISCICOLA,4
3006829,QUIMICA GENERAL,3
3010113,Reproducción animal,3
3010842,Sistemas de producción animal,3
3008994,Sistemas Fisiológicos I,5
3008995,Sistemas Fisiológicos II,5
3007133,TECNOLOGÍA DE CARNES,3
3006999,"TECNOLOGIA DE DULCES, HELADOS Y POSTRES",3
3006998,TECNOLOGÍA DE QUESOS Y LECHES FERMENTADAS,3
3007141,TRABAJO DE GRADO,6
3008895,ADMINISTRACIÓN REGIONAL Y LOCAL,3
3010932,América latina,3
3011080,Análisis de coyuntura política,3
3007145,ANÁLISIS DE POLÍTICA INTERNACIONAL,3
3007146,ARGUMENTACIÓN POLÍTICA,3
3007147,COOPERACIÓN INTERNACIONAL,3
3010119,Coyuntura económica,3
3007300,Cultura Política,3
3007181,CURSOS DE POSGRADO,10
3007150,DERECHO ADMINISTRATIVO Y CONSTITUCIONAL COLOMBIANO,3
3008899,DERECHOS FUNDAMENTALES Y DERECHO INTERNACIONAL HUMANITARIO,3
3007311,DINAMICA DE SISTEMAS,3
3006643,Evaluación de Políticas Públicas,3
3010840,Filosofía y teoría política contemporánea,3
3007153,FILOSOFÍA Y TEORÍA POLÍTICA MODERNA,3
3007202,FUNDAMENTOS DE ECONOMÍA,3
3010841,Geografía,3
3007154,GEOPOLÍTICA,3
3010499,Gerencia de proyectos,3
3008912,GESTIÓN ESTRATÉGICA,3
3008911,Gestión Pública,3
3007177,Gestión y administración pública,3
3007156,GOBIERNO Y POLÍTICAS PÚBLICAS,3
3009491,Historia de América III,3
3007239,HISTORIA DE AMÉRICA IV,3
3007243,Historia de Colombia VI,3
3006642,Historia del Pensamiento Económico,3
3007245,HISTORIA DEL SIGLO XX,3
3007205,HISTORIA ECONÓMICA MUNDIAL,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3007157,INSTITUCIONES Y DERECHO INTERNACIONAL PÚBLICO,3
3007158,INTRODUCCIÓN A LA CIENCIA POLÍTICA,3
3006931,INTRODUCCIÓN AL MANEJO DE DATOS ESTADÍSTICOS,4
3007370,INVESTIGACION I,3
3007159,INVESTIGACIÓN II,3
3007178,INVESTIGACION III,3
1000002-M,LECTO-ESCRITURA,4
3006760,LEGISLACIÓN LABORAL Y PÚBLICA,3
3007160,MARKETING POLÍTICO,3
3007261,MÉTODOS CUANTITATIVOS,3
3009586,Opinión Pública y Campañas Electorales,3
3010793,Ordenamiento territorial,3
3007163,PARTIDOS POLÍTICOS Y SISTEMAS ELECTORALES,3
3007164,POLÍTICA COMPARADA,3
3009569,Política Exterior Colombiana,3
3008897,POLÍTICA Y GUERRA,3
3007168,PROBLEMAS DE HISTORIA POLÍTICA DE COLOMBIA,3
3010112,Relaciones internacionales I,3
3007170,RELACIONES INTERNACIONALES II,3
3007331,SIMULACIÓN DE SISTEMAS,3
3007171,SISTEMA POLÍTICO COLOMBIANO,3
3007506,SUFICIENCIA IDIOMA ALEMÁN,12
3007507,SUFICIENCIA IDIOMA FRANCÉS,12
3007508,SUFICIENCIA IDIOMA INGLÉS,12
3007509,SUFICIENCIA IDIOMA ITALIANO,12
3007510,SUFICIENCIA IDIOMA JAPONÉS,12
3007511,SUFICIENCIA IDIOMA PORTUGUÉS,12
3007475,Teoría de las Organizaciones,3
3007174,TEORIA DEL ESTADO,3
3007175,TEORÍA E HISTORIA CONSTITUCIONAL,3
3007274,TEORÍAS DE LA SOCIEDAD Y LA CULTURA I,3
3007276,TEORÍAS DE LA SOCIEDAD Y LA CULTURA III,3
3009482,Teorías del Poder,3
3007180,TRABAJO DE GRADO,10
1000003-M,ÁLGEBRA LINEAL,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007182,COMERCIO MUNDIAL,3
3010119,Coyuntura económica,3
3007222,CURSOS DE POSGRADO,6
3007183,DESARROLLO ECONÓMICO,4
3009699,Dinámica Económica,4
3007186,ECONOMETRÍA FINANCIERA,3
3009948,Econometría I,4
3009947,ECONOMETRIA II,4
3007189,ECONOMÍA COLOMBIANA,4
3007192,ECONOMIA LABORAL,3
3007193,ECONOMÍA MATEMÁTICA,3
3007194,ECONOMÍA MONETARIA INTERNACIONAL,3
3007195,ECONOMÍA POLÍTICA I,4
3007196,ECONOMÍA POLÍTICA II,4
3007197,ECONOMÍA PÚBLICA,4
3009970,Economía y Cultura,3
3007084,ECONOMÍA Y MEDIO AMBIENTE,3
1000007-M,ECUACIONES DIFERENCIALES,4
3006914,ESTADÍSTICA I,4
3006915,ESTADÍSTICA II,4
3007200,EVALUACIÓN ECONÓMICA DE PROYECTOS,4
3009949,Filosofía de las ciencias,4
3007202,FUNDAMENTOS DE ECONOMÍA,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3006642,Historia del Pensamiento Económico,3
3007204,HISTORIA ECONÓMICA DE COLOMBIA,3
3007205,HISTORIA ECONÓMICA MUNDIAL,3
3007297,INGENIERÍA ECONÓMICA,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3009996,Integración Económica,3
3009791,INTRODUCCION A LAS FINANZAS,3
3010824,Laboratorio de economía aplicada,3
1000002-M,LECTO-ESCRITURA,4
3009951,Macroeconomía I,4
3007208,MACROECONOMÍA II,4
3007209,Macroeconomía III,4
1000001-M,MATEMÁTICAS BÁSICAS,4
3007210,MEDICIÓN ECONÓMICA,3
3009743,Microeconomía I,4
3009953,Microeconomía II,4
3009952,Microeconomía III,4
3009954,Seminario de Investigación,4
3007217,SEMINARIO DE PREPARACIÓN PROFESIONAL,3
3007219,TEORÍAS DEL COMERCIO INTERNACIONAL,4
3007220,TEORÍAS ECONÓMICAS CONTEMPORÁNEAS,3
3007221,TRABAJO DE GRADO,6
3009972,Valoración económica de bienes de no mercado,3
3007149,CULTURA POLÍTICA,6
3007300,Cultura Política,3
3007281,CURSOS DE POSGRADO,10
3010890,El texto histórico: lectura y escritura,2
3007199,ESTRUCTURA Y DINÁMICA DE LOS SISTEMAS TERRITORIALES,3
3010840,Filosofía y teoría política contemporánea,3
3007153,FILOSOFÍA Y TEORÍA POLÍTICA MODERNA,3
3007202,FUNDAMENTOS DE ECONOMÍA,3
3010841,Geografía,3
3007235,HISTORIA ANTIGUA,3
3007236,HISTORIA DE AMÉRICA I,3
3007237,HISTORIA DE AMÉRICA II,3
3009491,Historia de América III,3
3007239,HISTORIA DE AMÉRICA IV,3
3007251,HISTORIA DE COLOMBIA I,4
3007252,HISTORIA DE COLOMBIA II,5
3007253,HISTORIA DE COLOMBIA III,5
3007254,HISTORIA DE COLOMBIA IV,5
3007255,HISTORIA DE COLOMBIA V,5
3007243,Historia de Colombia VI,3
3007240,HISTORIA DE ESPAÑA,3
3006669,HISTORIA DEL ARTE I,3
3007241,HISTORIA DEL ARTE II,3
3010698,Historia del arte II,3
3006671,HISTORIA DEL ARTE III,3
3006642,Historia del Pensamiento Económico,3
3007249,HISTORIA DEL SIGLO XIX,3
3007245,HISTORIA DEL SIGLO XX,3
3007234,HISTORIA ECONÓMICA Y SOCIAL DE COLOMBIA,3
3010111,Historia medieval,3
3007248,HISTORIA MODERNA,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3006931,INTRODUCCIÓN AL MANEJO DE DATOS ESTADÍSTICOS,4
3007159,INVESTIGACIÓN II,3
1000002-M,LECTO-ESCRITURA,4
3007259,LENGUAJE E INTERPRETACIÓN,3
3007261,MÉTODOS CUANTITATIVOS,3
3010793,Ordenamiento territorial,3
3007262,PALEOGRAFÍA Y DIPLOMÁTICA,3
3007264,PENSAMIENTO ECONÓMICO,3
3007168,PROBLEMAS DE HISTORIA POLÍTICA DE COLOMBIA,3
3007273,TALLER DEL HISTORIADOR,2
3007174,TEORIA DEL ESTADO,3
3007277,TEORÍAS DE LA HISTORIA E HISTORIOGRAFÍA I,3
3007369,TEORÍAS DE LA HISTORIA E HISTORIOGRAFÍA II,3
3007278,TEORÍAS DE LA HISTORIA E HISTORIOGRAFÍA III,3
3007279,TEORÍAS DE LA HISTORIA E HISTORIOGRAFÍA IV,3
3007274,TEORÍAS DE LA SOCIEDAD Y LA CULTURA I,3
3009492,Teorías de la Sociedad y la Cultura II,3
3007276,TEORÍAS DE LA SOCIEDAD Y LA CULTURA III,3
3009482,Teorías del Poder,3
3007280,TRABAJO DE GRADO,10
3007282,ADMINISTRACIÓN FINANCIERA,3
1000003-M,ÁLGEBRA LINEAL,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000005-M,CÁLCULO INTEGRAL,4
3007182,COMERCIO MUNDIAL,3
3007368,COMPORTAMIENTO DEL CONSUMIDOR,3
3007283,Contabilidad de Costos,4
3008901,CONTABILIDAD GENERAL,4
3007307,CURSOS DE POSGRADO,6
3007285,DERECHO PARA LA ADMINISTRACIÓN,3
3007311,DINAMICA DE SISTEMAS,3
3007286,DISEÑO ORGANIZACIONAL,3
3007287,ECONOMETRÍA,2
3007288,ECONOMÍA COLOMBIANA,3
3007193,ECONOMÍA MATEMÁTICA,3
1000007-M,ECUACIONES DIFERENCIALES,4
3006914,ESTADÍSTICA I,4
3006915,ESTADÍSTICA II,4
3009137,Estadística III,4
3008663,Estimulación de la Demanda,3
3007290,EVALUACION ECONÓMICA Y SOCIAL DE PROYECTOS,3
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
1000018-M,FÍSICA MODERNA,3
3007291,FORMULACIÓN Y EVALUACIÓN FINANCIERA DE PROYECTOS,3
3010389,Fundamentos de análisis,4
3010435,Fundamentos de programación,3
3007292,FUTUROS Y OPCIONES,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3007315,GERENCIA DE MERCADEO,3
3007293,GERENCIA DE PROYECTOS,3
3009252,Gestión de Distribución,3
3007294,GESTIÓN DE PROCESOS,3
